Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2020,Anne Arundel Co. Public Schools,LINWOOD CHILDRENS CENTER,21043,1253997.61,,
2020,Anne Arundel Co. Public Schools,LOCUST LANE FARMS INC,20773,2649724.51,,
2020,Anne Arundel Co. Public Schools,LONERGAN'S CHARTER SERVICE INC,21108,4151406.02,,
2020,Anne Arundel Co. Public Schools,LORENZ LAWN AND LANDSCAPE INC,21208,452734.0,,
2020,Anne Arundel Co. Public Schools,Lakeshore Equipment Company,90895,314085.46,,
2020,Anne Arundel Co. Public Schools,"Leslie Deason DBA Capital Area Volleyball Officials, LLC",21012,31110.0,,
2020,Anne Arundel Co. Public Schools,Liberty Lumber & Supply Company,21208-6016,40746.94,,
2020,Anne Arundel Co. Public Schools,Lime Energy Services Co.,07102,57438.0,,
2020,Anne Arundel Co. Public Schools,M3 Contracting LLC,19713,3065384.63,,
2020,Anne Arundel Co. Public Schools,MACKIN Book Company,55306,247523.44,,
2020,Anne Arundel Co. Public Schools,MAGOTHY TECHNOLOGY LLC,21060,31554.0,,
2020,Anne Arundel Co. Public Schools,MANSEF,21285,75931.25,,
2020,Anne Arundel Co. Public Schools,MANSFIELD OIL COMPANY,30501,316173.06,,
2020,Anne Arundel Co. Public Schools,MARK B. MARTIN,21201,30000.0,,
2020,Anne Arundel Co. Public Schools,MARTEL LABS INC,21286,76124.3,,
2020,Anne Arundel Co. Public Schools,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,21401,52702.0,,
2020,Anne Arundel Co. Public Schools,"MARYLAND BASKETBALL OFFICIAL ASSOCIATION, INC.",20602,30774.0,,
2020,Anne Arundel Co. Public Schools,MARYLAND CENTERS FOR PSYCHIATRY PA,21043,95460.0,,
2020,Anne Arundel Co. Public Schools,MARYLAND ENVIRONMENTAL SERVICE,21108,430575.14,,
2020,Anne Arundel Co. Public Schools,MARYLAND MECHANICAL SYSTEMS,21224,278370.58,,
2020,Anne Arundel Co. Public Schools,MARYLAND SCHOOL FOR THE DEAF,21705-0250,79926.0,,
2020,Anne Arundel Co. Public Schools,MARYLAND UNEMPLOYMENT INSURANCE FUND,21203-0084,220424.64,,
2020,Anne Arundel Co. Public Schools,MARYLAND WRESTLING OFFICIALS,21922,26189.5,,
2020,Anne Arundel Co. Public Schools,MASTER CARE FLOORING INC,21229,330532.49,,
2020,Anne Arundel Co. Public Schools,MATH LEARNING CENTER,97309-0929,30892.98,,
2020,Anne Arundel Co. Public Schools,MBG ENTERPRISES,21077,2437108.05,,
2020,Anne Arundel Co. Public Schools,MCDANIEL COLLEGE,21157,64500.0,,
2020,Anne Arundel Co. Public Schools,MD CHILD SUPPORT,21297-1396,567926.82,,
2020,Anne Arundel Co. Public Schools,MD DEPT OF HUMAN SERVICES,21201,42558.92,,
2020,Anne Arundel Co. Public Schools,MD STATE DEPT OF EDUCATION,21201,345234.84,,
2020,Anne Arundel Co. Public Schools,MD STATE RETIREMENT SYSTEM,21201,80319674.03,,
2020,Anne Arundel Co. Public Schools,MGM ELECTRICAL SYSTEMS INC,21403,316123.23,,
2020,Anne Arundel Co. Public Schools,MICROSOFT CORPORATION,75039,163987.2,,
2020,Anne Arundel Co. Public Schools,MILLER FLOORING COMPANY INC,19382,84446.34,,
2020,Anne Arundel Co. Public Schools,MONARCH TEACHING TECHNOLOGIES INC,44124,34380.0,,
2020,Anne Arundel Co. Public Schools,MOTOROLA SOLUTIONS INC,21090,246910.49,,
2020,Anne Arundel Co. Public Schools,MOUNTAIN MANOR TREATMENT CTR.,21229,182607.16,,
2020,Anne Arundel Co. Public Schools,MT LIBRARY SERVICES INC,43064,50555.98,,
2020,Anne Arundel Co. Public Schools,MURPHY & DITTENHAFER INC,21201,439975.15,,
2020,Anne Arundel Co. Public Schools,MUSCO SPORTS LIGHTING,52761,355219.0,,
2020,Anne Arundel Co. Public Schools,"MYTHICS, INC",23462,178928.0,,
2020,Anne Arundel Co. Public Schools,Magnolia Hospitality Group DBA A + EVENTS,94510,30209.0,,
2020,Anne Arundel Co. Public Schools,Maryland State Education Association,21401,52787.3,,
2020,Anne Arundel Co. Public Schools,McGraw-Hill Education Inc,43218-2605,4153428.93,,
2020,Anne Arundel Co. Public Schools,Md National Capital Park and Planning Commission,20772,27095.0,,
2020,Anne Arundel Co. Public Schools,Metropolitan Life Insurance Company,10166,584098.22,,
2020,Anne Arundel Co. Public Schools,Michael Brady DBA H. E. Brady Tree Service,21037,33375.0,,
2020,Anne Arundel Co. Public Schools,"Miller Environmental Group, Inc.",11933,189175.46,,
2020,Anne Arundel Co. Public Schools,Modular Genius Inc,21085,310160.01,,
2020,Anne Arundel Co. Public Schools,Monarch Academy Public Charter School,21234,13462784.21,,
2020,Anne Arundel Co. Public Schools,Morelli-Hoskins Ford Inc,19320,300525.0,,
2020,Anne Arundel Co. Public Schools,Moseley Architects,22151,283040.44,,
2020,Anne Arundel Co. Public Schools,"Mursion, Inc",94115,57000.0,,
2020,Anne Arundel Co. Public Schools,"Myco Mechanical, Inc.",18969,3482819.7,,
2020,Anne Arundel Co. Public Schools,NAPA AUTO PARTS,21401,54409.63,,
2020,Anne Arundel Co. Public Schools,NASCO INC,53538-0901,48594.04,,
2020,Anne Arundel Co. Public Schools,NATIONAL RESTAURANT ASSOCIATION,60606,37104.5,,
2020,Anne Arundel Co. Public Schools,NATIONAL SUPPLY CO,20705,96177.21,,
2020,Anne Arundel Co. Public Schools,NAVIANCE DBA HOBSONS,45241,104032.4,,
2020,Anne Arundel Co. Public Schools,NESTLE WATERS,21227,76011.8,,
2020,Anne Arundel Co. Public Schools,NEWS-2-YOU,44839,94154.05,,
2020,Anne Arundel Co. Public Schools,NEWSOM SEED INC,20759-0510,63008.5,,
2020,Anne Arundel Co. Public Schools,NICHOLAS P PIPINO & ASSOCIATE,20794,1317509.53,,
2020,Anne Arundel Co. Public Schools,NLP ENTERPRISES INC,21117,238033.91,,
2020,Anne Arundel Co. Public Schools,NORTH COUNTY BUS CO INC,21060,955846.82,,
2020,Anne Arundel Co. Public Schools,NORTH POINT BUILDERS INC,21224,315901.41,,
2020,Anne Arundel Co. Public Schools,NORTHBAY,21901,128797.5,,
2020,Anne Arundel Co. Public Schools,NOTRE DAME UNIVERSITY OF MARYLAND,21210,245679.0,,
2020,Anne Arundel Co. Public Schools,Netop,97209,31820.0,,
2020,Anne Arundel Co. Public Schools,NorthStar Contracting Group,21227,1626805.0,,
2020,Anne Arundel Co. Public Schools,OAK CONTRACTING L.L.C.,21286,1078671.51,,
2020,Anne Arundel Co. Public Schools,OFFICE DEPOT,21046,312538.96,,
2020,Anne Arundel Co. Public Schools,"OMNIFORM, INC.",21120,28742.24,,
2020,Anne Arundel Co. Public Schools,Outdoor Aluminum Inc,36340,89651.0,,
2020,Anne Arundel Co. Public Schools,"PAPCO, iNC.",19014,1460128.67,,
2020,Anne Arundel Co. Public Schools,PAULINE V JUBB REVOCABLE TRUST,21102-2026,37875.68,,
2020,Anne Arundel Co. Public Schools,PEARSON CLINICAL ASSESSMENT,78259,28918.23,,
2020,Anne Arundel Co. Public Schools,PEARSON EDUCATION,85246,317288.26,,
2020,Anne Arundel Co. Public Schools,PENNSYLVANIA DEPT OF REVENUE,17128-0405,39519.67,,
2020,Anne Arundel Co. Public Schools,PERMA-BOUND BOOKS,62650,27089.51,,
2020,Anne Arundel Co. Public Schools,PETROLEUM MANAGEMENT INC,21226,448928.03,,
2020,Anne Arundel Co. Public Schools,PHANTOM TECHNOLOGIES INC,02110,158786.77,,
2020,Anne Arundel Co. Public Schools,PHILLIPS WAY INC,21048,12176333.82,,
2020,Anne Arundel Co. Public Schools,PHOCUS DESIGNS,21122,46790.0,,
2020,Anne Arundel Co. Public Schools,PIONEER CREDIT RECOVERY INC,14009,31118.32,,
2020,Anne Arundel Co. Public Schools,PITNEY BOWES INC,15250,80000.0,,
2020,Anne Arundel Co. Public Schools,PRICE MODERN LLC,21211,289680.36,,
2020,Anne Arundel Co. Public Schools,PROJECT LEAD THE WAY INC,46240,43803.6,,
2020,Anne Arundel Co. Public Schools,PROQUEST INFORMATION & LEARNING,48106,107818.01,,
2020,Anne Arundel Co. Public Schools,"PayDirt, LLC",21037,507916.64,,
2020,Anne Arundel Co. Public Schools,"Peroutka, Miller, Klima and Peters, P.A.",21122,40929.18,,
2020,Anne Arundel Co. Public Schools,PowerSchool Group LLC,95630,1820521.11,,
2020,Anne Arundel Co. Public Schools,Princeton Health Press,10604,96833.63,,
2020,Anne Arundel Co. Public Schools,"Prismatic Services, Inc.",28031,135811.0,,
2020,Anne Arundel Co. Public Schools,Procom Communications DBA Communications Electronics,20794,67172.0,,
2020,Anne Arundel Co. Public Schools,RADCLIFFE CREEK SCHOOL,21620,104378.4,,
2020,Anne Arundel Co. Public Schools,RAPTOR TECHNOLOGIES,77270,97790.0,,
2020,Anne Arundel Co. Public Schools,RE MICHEL CO INC,21401,26248.83,,
2020,Anne Arundel Co. Public Schools,RE WILSON & SONS INC,21032,3126620.76,,
2020,Anne Arundel Co. Public Schools,REGIONAL INSTITUTE FOR,21229,540502.0,,
2020,Anne Arundel Co. Public Schools,RELIABLE CONTRACTING CO INC,21054,2226527.14,,
2020,Anne Arundel Co. Public Schools,RIDDELL/ALL AMERICAN,44045,97798.64,,
2020,Anne Arundel Co. Public Schools,RIGHTSTAR INC,22182,124109.71,,
2020,Anne Arundel Co. Public Schools,ROBERT BROOKE & ASSOC,48084,41741.3,,
2020,Anne Arundel Co. Public Schools,ROBERT W CHILDS LANDSCAPE CONTRACTORS INC,21012,34237.18,,
2020,Anne Arundel Co. Public Schools,ROSEN PUBLISHING GROUP (THE),10010,29764.48,,
2020,Anne Arundel Co. Public Schools,RUDOLPH'S OFFICE & COMPUTER SUPPLY INC,21075,100584.35,,
2020,Anne Arundel Co. Public Schools,"RUMMEL KLEPPER & KAHL, LLP  t/a RK & K",21202-4919,63752.05,,
2020,Anne Arundel Co. Public Schools,"Rebecca A. Herr, Trustee",38101,42389.51,,
2020,Anne Arundel Co. Public Schools,"Republic Services, Inc.",21230,294196.86,,
2020,Anne Arundel Co. Public Schools,"Ricoh USA, Inc",21230,3865333.41,,
2020,Anne Arundel Co. Public Schools,"Riverside Assessments, LLC",60143,198918.86,,
2020,Anne Arundel Co. Public Schools,Robert Thomas,38101,49521.04,,
2020,Anne Arundel Co. Public Schools,"RoboNation, Inc.",22206,62154.4,,
2020,Anne Arundel Co. Public Schools,Rommel Infrastructure Inc,21090,54555.0,,
2020,Anne Arundel Co. Public Schools,Rutherford Supply Corporation,20794,420576.23,,
2020,Anne Arundel Co. Public Schools,S E DAVIS CONSTRUCTION,20646,247368.6,,
2020,Anne Arundel Co. Public Schools,S FREEDMAN & SONS INC,20785,300184.69,,
2020,Anne Arundel Co. Public Schools,S.D. AUTO SERVICE,21032,40955.0,,
2020,Anne Arundel Co. Public Schools,SA HALAC IRON WORKS INC,20166,3528692.13,,
2020,Anne Arundel Co. Public Schools,SAAAAC,21401,324387.08,,
2020,Anne Arundel Co. Public Schools,SCANTRON CORP,92705,60000.0,,
2020,Anne Arundel Co. Public Schools,SCHMIDT BAKING CO INC,21236,171261.15,,
2020,Anne Arundel Co. Public Schools,SCHOLASTIC INC,65102-9957,77635.05,,
2020,Anne Arundel Co. Public Schools,SCHOLASTIC LIBRARY PUBLISHING,65102,34591.67,,
2020,Anne Arundel Co. Public Schools,SCHOOL SPECIALTY,54912-1579,383649.15,,
2020,Anne Arundel Co. Public Schools,SCHOOL SPECIALTY INC,44903,177182.92,,
2020,Anne Arundel Co. Public Schools,SCOTT ELECTRIC,15601,28276.0,,
2020,Anne Arundel Co. Public Schools,"SEON SYSTEMS SALES, INC.",,44820.0,,
2020,Anne Arundel Co. Public Schools,SF&C INSURANCE ASSOCIATES INC,21204,590508.0,,
2020,Anne Arundel Co. Public Schools,SHAR PRODUCTS CO,48104,109608.9,,
2020,Anne Arundel Co. Public Schools,SHEPHERD ELECTRIC CO,20705-1405,124399.56,,
2020,Anne Arundel Co. Public Schools,SHERWIN WILLIAMS,21061,26078.24,,
2020,Anne Arundel Co. Public Schools,SHOREHAVEN INC,21921,39943.49,,
2020,Anne Arundel Co. Public Schools,SIGN A RAMA,21060,38092.45,,
2020,Anne Arundel Co. Public Schools,SIMPSON OF MARYLAND INC,21076-3108,1994981.16,,
2020,Anne Arundel Co. Public Schools,SMOLEN EMR ILKOVITCH ARCHITECTS,20850,4032432.86,,
2020,Anne Arundel Co. Public Schools,SOCIAL STUDIES SCHOOL SERVICE,90232-0802,25485.6,,
2020,Anne Arundel Co. Public Schools,SODY CONCRETE CONSTRUCTION INC,21236,540805.8,,
2020,Anne Arundel Co. Public Schools,SPECIALIZED EDUC OF MD INC,08103,202623.64,,
2020,Anne Arundel Co. Public Schools,SPORT CHEVROLET CO INC,20904,133028.0,,
2020,Anne Arundel Co. Public Schools,"ST ELIZABETH SCHOOL, INC",21218,1620099.06,,
2020,Anne Arundel Co. Public Schools,STEEL PRODUCTS INC,20850,470886.94,,
2020,Anne Arundel Co. Public Schools,STELLA MAY CONTRACTING INC,21040,126848.41,,
2020,Anne Arundel Co. Public Schools,"STORAGELogic of Maryland, Inc.",21152,32582.24,,
2020,Anne Arundel Co. Public Schools,STROHECKER INC,20736,34949.0,,
2020,Anne Arundel Co. Public Schools,SUNTEX INTERNATIONAL INC,18045,182982.65,,
2020,Anne Arundel Co. Public Schools,SWEETWATER MUSIC TECHNOLOGY,46818,43543.96,,
2020,Anne Arundel Co. Public Schools,SYSTCOM INC,21226,932812.0,,
2020,Anne Arundel Co. Public Schools,"Safe and Sound: A Sandy Hook Initiative, Inc.",06470,33000.0,,
2020,Anne Arundel Co. Public Schools,Sarah Major,49515,50596.4,,
2020,Anne Arundel Co. Public Schools,Sarah Minard,21403,50000.0,,
2020,Anne Arundel Co. Public Schools,Scenario Learning LLC,45236,26045.0,,
2020,Anne Arundel Co. Public Schools,School Specialty DBA PREMIER SCHOOL AGENDAS,98226,41425.6,,
2020,Anne Arundel Co. Public Schools,"Seal Pros, Inc",20601,83541.35,,
2020,Anne Arundel Co. Public Schools,Security Benefit Life Insurance Company,21045,40450.0,,
2020,Anne Arundel Co. Public Schools,Sheehy Ford of Springfield Inc,22192,569317.0,,
2020,Anne Arundel Co. Public Schools,Sheppard Pratt Health System Inc,21031,5351440.1,,
2020,Anne Arundel Co. Public Schools,Sheppard Pratt Health System Inc DBA JEFFERSON SCHOOL,21263-0513,46429.36,,
2020,Anne Arundel Co. Public Schools,"Silver Cab of Baltimore, Inc.",21216,53735.9,,
2020,Anne Arundel Co. Public Schools,Smith Bus Service Inc,60693-0322,9662277.06,,
2020,Anne Arundel Co. Public Schools,Sonia A Jurich,22151,33835.0,,
2020,Anne Arundel Co. Public Schools,"Stertil-Koni USA, Inc.",21666,43188.66,,
2020,Anne Arundel Co. Public Schools,Strayer Contracting Inc.,21220,1156838.14,,
2020,Anne Arundel Co. Public Schools,TAYLOR MUSIC INC,57401,249823.0,,
2020,Anne Arundel Co. Public Schools,TCA ARCHITECTS,21032,242889.4,,
2020,Anne Arundel Co. Public Schools,TEACHERS ASSOCIATION OF ANNE ARUNDEL CO,21401,4903093.33,,
2020,Anne Arundel Co. Public Schools,TECH CONTRACTING CO INC,21224,6708629.83,,
2020,Anne Arundel Co. Public Schools,TECH4LEARNING INC,92120,90000.0,,
2020,Anne Arundel Co. Public Schools,TEMP-AIR COMPANY INC,21117,5597509.34,,
2020,Anne Arundel Co. Public Schools,THE MARYLAND SCHOOL FOR THE BLIND,21236,133280.88,,
2020,Anne Arundel Co. Public Schools,THE PATHWAYS SCHOOL,20902,970794.93,,
2020,Anne Arundel Co. Public Schools,THE TREE PEOPLE,21122,57695.0,,
2020,Anne Arundel Co. Public Schools,TIDAL TECHNOLOGIES CORPORATION,21061,132017.16,,
2020,Anne Arundel Co. Public Schools,TITO CONTRACTORS INC,20012,64540.18,,
2020,Anne Arundel Co. Public Schools,TOTAL CONTRACTING INC,20706,318920.0,,
2020,Anne Arundel Co. Public Schools,TOTAL KITCHEN CARE,21108,220293.29,,
2020,Anne Arundel Co. Public Schools,TOWSON MECHANICAL INC,21234,6901154.9,,
2020,Anne Arundel Co. Public Schools,TOWSON UNIVERSITY,21252,121887.0,,
2020,Anne Arundel Co. Public Schools,"TRA, Inc.",30374-6165,62842.0,,
2020,Anne Arundel Co. Public Schools,TRANE COMPANY,21031,1377718.94,,
2020,Anne Arundel Co. Public Schools,TRAY BUSINESS SYSTEMS INC,21060-2830,102918.74,,
2020,Anne Arundel Co. Public Schools,TURF EQUIPMENT & SUPPLY CO INC,20794,30812.93,,
2020,Anne Arundel Co. Public Schools,TYCO Fire & Security (US) Management Inc,15252,187861.03,,
2020,Anne Arundel Co. Public Schools,The Board of Trustees of the University of Alabama,35401,56011.5,,
2020,Anne Arundel Co. Public Schools,The Prophet Corporation,55485,25057.55,,
2020,Anne Arundel Co. Public Schools,Thrive Behavioral Health LLC,21237,608666.74,,
2020,Anne Arundel Co. Public Schools,Tides Center,21041-2350,25000.0,,
2020,Anne Arundel Co. Public Schools,Total Green Janitorial Supplies,34985-9463,131166.98,,
2020,Anne Arundel Co. Public Schools,Treasure Coast Maintenance Suppliers,34957,284635.79,,
2020,Anne Arundel Co. Public Schools,U S BANK,63179-0428,11898630.85,,
2020,Anne Arundel Co. Public Schools,U S TREASURY,21201,90994.27,,
2020,Anne Arundel Co. Public Schools,U.S. DEPT. OF EDUCATION,30348-5081,244673.08,,
2020,Anne Arundel Co. Public Schools,ULINE,60085,33451.12,,
2020,Anne Arundel Co. Public Schools,UNITED CONCORDIA COMPANIES,19175-4840,106955.49,,
2020,Anne Arundel Co. Public Schools,UNITED WAY OF CENTRAL MARYLAND,21203,38739.3,,
2020,Anne Arundel Co. Public Schools,UNIVERSITY OF OREGON,97403-1235,31334.67,,
2020,Anne Arundel Co. Public Schools,UNUM LIFE INS CO OF AMERICA,04122,172159.34,,
2020,Anne Arundel Co. Public Schools,URBAN N ZINK CONTRACTOR INC,21027,12778289.46,,
2020,Anne Arundel Co. Public Schools,VALIC,76155-3732,27500.0,,
2020,Anne Arundel Co. Public Schools,VALIC RETIREMENT SERVICES CO,77019,24738627.07,,
2020,Anne Arundel Co. Public Schools,VATICA CONTRACTING INC,20781,3338482.12,,
2020,Anne Arundel Co. Public Schools,VERIZON,75266-0720,1841772.07,,
2020,Anne Arundel Co. Public Schools,VERIZON WIRELESS,20701-1261,339036.65,,
2020,Anne Arundel Co. Public Schools,VIRGINIA DEPT OF TAXATION,23261-7264,41635.77,,
2020,Anne Arundel Co. Public Schools,VISUAL SOUND,21227-2539,55238.7,,
2020,Anne Arundel Co. Public Schools,VSC FIRE & SECURITY INC,20794,304695.13,,
2020,Anne Arundel Co. Public Schools,WALDON STUDIO ARCHITECTS & PLANNERS PC,21046,126989.0,,
2020,Anne Arundel Co. Public Schools,"WALTERS RELOCATIONS, INC.",21217,29446.0,,
2020,Anne Arundel Co. Public Schools,WARWICK SUPPLY & EQUIP CO INC,21031,147408.32,,
2020,Anne Arundel Co. Public Schools,WASHINGTON MUSIC CTR,20902,117258.16,,
2020,Anne Arundel Co. Public Schools,WATER & SEWAGE SERVICE,21404,715322.7,,
2020,Anne Arundel Co. Public Schools,WEX Bank,60197,48501.5,,
2020,Anne Arundel Co. Public Schools,"WGL ENERGY SERVICES, INC.",21093,7877092.75,,
2020,Anne Arundel Co. Public Schools,"WHC MDA, LLC DBA zTrip",21061,202676.92,,
2020,Anne Arundel Co. Public Schools,WHEELER GOODMAN MASEK,21401,573126.99,,
2020,Anne Arundel Co. Public Schools,WHITING TURNER CONTRACTING CO,21286,2543223.25,,
2020,Anne Arundel Co. Public Schools,"WHITMAN, REQUARDT & ASSOCIATES",21231,376539.74,,
2020,Anne Arundel Co. Public Schools,WILLIAM KLINGENSMITH INC,20740,5086122.76,,
2020,Anne Arundel Co. Public Schools,WILLIAMS SCOTSMAN INC,21231,492124.0,,
2020,Anne Arundel Co. Public Schools,WILSON LANGUAGE TRAINING,01540,139220.91,,
2020,Anne Arundel Co. Public Schools,WILSON'S BUS SERVICE INC,21122,1120837.11,,
2020,Anne Arundel Co. Public Schools,WOLVERINE BRASS INC,28289-0713,78940.72,,
2020,Anne Arundel Co. Public Schools,WORLD BOOK INC,60601,29122.0,,
2020,Anne Arundel Co. Public Schools,"WeVideo, Inc",94040,30000.0,,
2020,Anne Arundel Co. Public Schools,Window Consultants Inc.,21117,1141662.5,,
2020,Anne Arundel Co. Public Schools,Window Film Depot Inc,07728,89331.18,,
2020,Anne Arundel Co. Public Schools,YOUNG AUDIENCES OF MD INC,21218,39988.57,,
2020,Anne Arundel Co. Public Schools,YOUTH IN TRANSITION SCHOOL,21244,68950.88,,
2020,Anne Arundel Co. Public Schools,ZEPHYR ALUMINUM INC,17601,1687328.23,,
2020,Anne Arundel Co. Public Schools,ZONAR SYSTEMS,98188,31736.62,,
2020,Anne Arundel Co. Public Schools,b & b CONCEPTS INC,21771,61046.01,,
2020,Anne Arundel Co. Public Schools,"ePlus Technology, inc.",19464,45131.2,,
2020,Anne Arundel Co. Public Schools,eSchool Solutions LLC,206662,47916.61,,
2020,Anne Arundel Co. Public Schools,"hand2mind, Inc.",60061-1862,76487.25,,
2021,Anne Arundel Co. Public Schools,11400 INC,17601,93293.58,,
2021,Anne Arundel Co. Public Schools,ATC Corp.,21222,141596.0,,
2021,Anne Arundel Co. Public Schools,Sphero Inc,80301,66790.35,,
2021,Anne Arundel Co. Public Schools,21ST CENTURY EDUCATION FOUNDATION,21401,28228.89,,
2021,Anne Arundel Co. Public Schools,"A & S Unlimited Construction, LLC.",20772,48164.15,,
2021,Anne Arundel Co. Public Schools,A A CO ACCOUNTING AND CONTROL,21404,244628.91,,
2021,Anne Arundel Co. Public Schools,A A CO DEPT OF HEALTH,21401,96472.02,,
2021,Anne Arundel Co. Public Schools,AACPS Solar Fund LLC,20850,105586.09,,
2021,Anne Arundel Co. Public Schools,ABACUS CORPORATION,21224,25164.0,,
2021,Anne Arundel Co. Public Schools,ABC APPLIANCE SALES & SERVICE,21037,31203.45,,
2021,Anne Arundel Co. Public Schools,ABC-CLIO,93117,73022.0,,
2021,Anne Arundel Co. Public Schools,"ABSOLUTE SUPPLY AND SERVICES, LLC",20657,27562.0,,
2021,Anne Arundel Co. Public Schools,"ACTION ELECTRICAL CONTRACTORS, INC",21001,1134609.86,,
2021,Anne Arundel Co. Public Schools,Ad Astra Inc,20910-3713,31811.23,,
2021,Anne Arundel Co. Public Schools,ADCORP SIGNS INC,21161,27390.0,,
2021,Anne Arundel Co. Public Schools,ADI,21117,56296.61,,
2021,Anne Arundel Co. Public Schools,AEROSOL MONITORING & ANALYSIS,21076,128316.5,,
2021,Anne Arundel Co. Public Schools,"Air Tech Refrigeration & Mechanical Contractors, Inc.",21220,266129.25,,
2021,Anne Arundel Co. Public Schools,AIRECO SUPPLY INC,20763-0414,82214.41,,
2021,Anne Arundel Co. Public Schools,Aireco Supply Inc  DBA M&M CONTROLS INC,21093,138800.63,,
2021,Anne Arundel Co. Public Schools,AIRGAS USA LLC,21227-1654,26738.6,,
2021,Anne Arundel Co. Public Schools,Alamo Music Center Inc,78251,106797.77,,
2021,Anne Arundel Co. Public Schools,Alex Kajitani,92010,112750.0,,
2021,Anne Arundel Co. Public Schools,Alfred Music Publishing,90051-5169,33890.76,,
2021,Anne Arundel Co. Public Schools,ALLIANCE TECHNOLOGY GROUP LLC,21076,693476.38,,
